Verse_number,vagga,verse_en,verse_sn,meaning_en,meaning_sn
344,,"Yo nibbanatho vanádhimutto  vanamutto vanam eva dhávati, taí puggalam etha passatha,  mutto bandhanam eva dhávati.","යො නිබ්බනථො වනාධිමුත්තෝ
වනමුත්තෝ වනමේව ධාවති,
තං පුග්ගලමේවා පස්සථ
මුත්තෝ බන්ධනමේවා ධාවති.","There is one who had turned away from the forest (of desire), intent on the life of the forest (as a monk). But after being freed from the forest (of desire), he runs back to that same forest. Come, behold that man! Though freed, he runs back to that very bondage. 27 11","යමෙක් ගිහි ගෙයි ඇලීම හැරදමා තපස් රකින වනයෙහි ඇලී සිට නැවත ඒ තපෝවනයෙන් වෙන් ව ගිහිගෙට යයි ද, බැම්මෙන් මිදී නැවත බැම්මට අසුවීම සඳහා දුවන ඒ පුද්ගලයා දෙස බලව්."
345,,"Na taí daÿhaí bandhanam áhu dhìrá  yad áyasaí dárujaí babbajañ ca; sárattarattá maóikuóðalesu,  puttesu dáresu ca yá apekkhá—","න තං දළ්හං බන්ධනමාහු ධීරා
යදායසං දාරුජං බබ්බජං ච
සාරත්තරත්තා මණිකුණඩලෙසු
පුත්තේසු දාරේසු ච යා අපේක්ඛා","345–346. That is not a strong fetter, the wise say, which is made of iron, wood, or hemp. But the infatuation and longing for jewels and ornaments, for children and wives—that, the wise say, is a far stronger fetter, which pulls one downward and, though seemingly loose, is hard to remove. This too the wise cut off. Giving up sensu al pleasure, and without any longing, they renounce the world. 12–13","යකඩින් කළ දම්වැල් ආදි වූ ද ලීයෙන් කළ සුරංගු ආදී වූ ද තෘණ වර්ග අඹරා කළ කඹ ආදී වූ ද යම් බැම්මක් වේ නම්, ඒ බැම්ම දැඩි බැම්මකැ යි පණ්ඩිතයෝ නො කියත්. මැණික් ඇල්ලු කඩුක්කම් ආදී ආභරණයන් හිද අඹුදරුවන් කෙරෙහි ද යම් ඇල්මක් වේ නම්…"
346,,Etaí daÿhaí bandhanam áhu dhìrá  ohárinaí sithilaí duppamuñcaí; etam pi chetvána paribbajanti  anapekkhino kámasukhaí paháya. ," ඒතං දළ්හං බන්ධනමාහු ධීරා
ඔහාරිනං සිථීලං දුප්පමුඤ්චං
ඒතමපි ඡෙත‍වාන පරිබ්බජ්ජන්ති
අනපෙක්ඛිනො කාමසුඛං පහාය.","345–346. That is not a strong fetter, the wise say, which is made of iron, wood, or hemp. But the infatuation and longing for jewels and ornaments, for children and wives—that, the wise say, is a far stronger fetter, which pulls one downward and, though seemingly loose, is hard to remove. This too the wise cut off. Giving up sensu al pleasure, and without any longing, they renounce the world. 12–13","…. ඒ බැම්ම දැඩි එකකැයි පණ්ඩිතයෝ කීහ. ඒ දෙවෙනි ව කී බැම්ම සත්ත්වයන් පහත් අපාය භූමිවලට අදියි, බැඳ තිබෙන බවක් නො පෙනෙන තරමට බුරුල් වුවත් ලිහා ගැනීම අපහසු වූවකි. කම් සැපෙහි බලාපොරොත්තු නැත්තෝ ඒ බැම්මද සිඳ ගෙන ගිහි ගෙය හැර පැවිදි වෙති."
347,,"Ye rágarattánupatanti sotaí  sayaíkataí makkaþako va jálaí, etampi chetvána vajanti dhìrá  anapekkhino sabbadukkhaí paháya.","යෙ රාගරත්තානුපත්නති සොතං
සයංකතං මක්කටකොව ජාලං
එතම්පි ඡෙත‍වාන වජනති ධීරා
අනපෙක්ඛිනො සබ්බදුකඛං පහාය","Those who are lust-infatuated fall back to the swirling current (of saísára) like a spider on its self-spun web. This too the wise cut off. Without any longing, they abandon all suffering and renounce the world. 14","රාගයෙන් මැඩුණු යම් කෙනෙක් තමා විසින් ම වියා ගන්නා ලද දැලෙහි පැටලෙන  මකුළුවා මෙන් තෘෂ්ණා නැමැති සැඩ පහරෙහි වැටෙත් ද, කම් සැපය නොපතන නුවණැත්තෝ ඒ තෘෂ්ණා දැල ද කඩා දමා සියලූ දුක් දුරු කොට විමුක්තිය ලබත්ය."
348,,"Muñca pure muñca pacchato  majjhe muñca bhavassa páragú, sabbattha vimuttamánaso  na puna játijaraí upehisi.","මුඤ්ච පුරෙ, මුඤ්ච පච්ඡතො,
මජෙඣ මුඤ්ච භවස්ස පාරගූ
සබ්බත‍ථ විමුත්තමානසො
න පුන ජාතිජරං උපෙහි සි","Let go of the past, let go of the future, let go of the present, and cross over to the fa rther shore of existence. With mind wholly liberated, you shall come no more to birth and decay. 15106 Taóhávagga",පෙර භවයෙහි පැවැත්තාවූත් අනාගත භවයෙහි පවත්නා වූත් දැන් මේ භවයෙහි පවතිත්නා වූ ත් ස්කන්ධ පසෙහි ආශාව දුරු කරව. භවයෙන් එතෙරට ගියේ හැම තැනින් මිදුණු සිතැත්තේ නැවත ඉපදීමට හා දිරීමට නො පැමිණෙන්නෙහි.
349,,"Vitakkapamathitassa jantuno  tibbarágassa subhánupassino bhiyyo taóhá pavaððhati,  esa kho daÿhaí karoti bandhanaí.","විතක්කපමථීතස්ස ජන්තුනො
තිබ්බරාගසස සුභානුපස්සිනො
භියේ‍යා තණ්හා පවඩ්ඪති,
එස ඛො දළ්හං කරොති බනන‍ධනං","For a person tormented by evil thoughts, who is passion- dominated and given to the pursuit of pleasure, his craving steadily grows. He makes the fetter strong indeed. 16","කාමවිතර්කාදියෙන් මඩනා ලද සිත් ඇති , දැඩි රාග ඇති, කාම අරමුණු සුභ වශයෙන් සලකන්නා වූ පුද්ගලයා ගේ තෘෂ්ණාව බොහෝ සේ වැඩේ. මේ තෙමේ සිය භව බන්ධනය දැඩි කර ගනී."
350,,"Vitakkúpasame ca yo rato  asubhaí bhávayati sadá sato, esa kho vyantikáhiti,  esa checchati Márabandhanaí.","විතක්කූපසමෙ ච යො රතෝ,
අසුභං භාවයති සදා සතෝ,
එස ඛො ව්‍යානතිකාහිති,
එසචෙඡචඡති මාරබන්ධනං","He who delights in subduing evil thoughts, who medi- tates on the impurities and is ever mindful—it is he who will make an end of craving and rend asunder Mára’s fetter. 17","යමෙක් කාම විතර්කාදිය සංසිදවීමෙ හි ඇලූනේ ද, හැම කල් හි සිහියෙන් යුක්තව ස්ත්‍රී පුරුෂ රූපාදිය පිළිකුල් වශයෙන් දැක අශුභය වඩයි ද, ඒ පුද්ගලයා ආශාව නසන්නේ ය, හෙතෙම මාරයා ගේ බැම්ම සිඳීන්නේ ය."
351,,Niþþhaògato asantásì  vìtataóho anaògaóo acchindi bhavasalláni  antimo’yaí samussayo.,"නිට්ඨං ගතෝ අසන්තාසි
වීත්තණෙහා අනංගණො
අච්ඡින්දි භවසල්ලානි,
අනතිමොයං සමුස්සයො.","He who has reached the goal, fearless, free from craving, stainless, having plucked out the thorns of existence—for him this is the last body. 18","යමෙක් සංසාරයාගේ කෙළවරට පැමිණියේ ද, ජීවිතාශා නැති බැවින් තැති ගැනීම් නැත්තේ ද, පහ කළ තෘෂ්ණා ඇත්තේ ද, කෙලෙස් නැත්තේ ද, හෙතෙම කෙලෙස් හුල් උදුරා දැම්මේ ය. මෙය ඔහු ගේ අන්තිම ඉපදීම යි."
352,,"Vìtataóho anádáno  niruttipadakovido akkharánaí sannipátaí  jaññá pubbáparáni ca, sa ve antimasárìro  mahápañño mahápuriso ti vuccati.","වීත්තණෙහා අනාදානෝ
නිරුත්තිපදකොවිදෝ
අක්ඛරානං සන්නිපාතං
ජඤ්ඤා, පුබ්බපරානි ච,
ස වෙ අන්තිමසාරීරො
මහාපඤ්ඤෝ මහාපුරිසොති වුච්චති.","He who is free from craving and attachment, perfect in uncovering the true meaning of the Teaching, and who knows the arrangement of the sacred texts in correct sequence—he, indeed, is the bearer of his final body. He is truly called a profoundly wise one, a great man. 19Craving 107","යමෙක් දුරු කළ තෘෂ්ණා ඇත්තේ ද, තමා ගේ යැ යි අල්ලා ගැනීමක් නැත්තේ ද, ශබ්දයන් ගේ නිෂ්පත්තියෙ හි දක්ෂ ද, අකුරු රැස්වීම නැමැති පදයන් හා වාක්‍යයන් ද ඉදිරියෙන් හා පසු වී සිටිය යුතු අකුරුත් දන්නේ ද, අන්තිම ශරීරය දරන ඒ මහා ප්‍රාඥයා මහා පුරුෂයෙකැ යි කියනු ලැබේ."
353,,"Sabbábhibhú sabbavidú’ham asmi  sabbesu dhammesu anúpalitto sabbañjaho taóhakkhaye vimutto,  sayaí abhiññáya kam uddiseyyaí?","සබ්බාභිභූ සබ්බවිදුහමස්මි,
සබ්බේසු ධම්මේසු අනූපලිත්තෝ,
සබ්බංජහො තණ්හක්ඛයෙ විමුත්තෝ
සයං අභිඤ්ඤාය කමුද්දිසෙය්‍යං?
(බරණැස වඩින මග – උපක ආජීවක අරබයා)","A victor am I over all, all have I known, yet unattached am I to all that is conquered and known. Abandoning all, I am freed through the destruction of craving. Having thus directly comprehended all by myself, whom shall I call my teacher? 28 20",මම සියලූ භවයන් ට අයත් සියළු ආශා මැඩපවත් වූවෙමි. දතයුතු සියල්ල දනිමි. දුරුකළ යුතු සියල්ල දුරු කල ලීමි.  තෘෂ්ණාව ක්ෂය කරලීමෙන් එයින් නිදහස් වූවෙක් ද වූවෙමි. මෙසේ කොට සියල්ල තමා විසින් ම අවබෝධ කොට කවරෙකු ගුරුවරයා සේ පෙන්වම් ද?
354,,"Sabbadánaí dhammadánaí jináti,  sabbaí rasaí dhammaraso jináti, sabbaí ratií dhammaratì jináti,  taóhakkhayo sabbadukkhaí jináti.","සබ්බදානං ධම්මදානං ජිනාති
සබ්බ රසං ධම්මරසො ජිනාති
සබ්බ රතිං ධම්මරතී ජිනාති
තණ්හක්ඛයො සබ්බදුක්ඛං ජිනාති",The gift of the Dhamma excels all gifts; the taste of theDhamma excels all tastes; the de light in the Dhamma excels all delights; the craving-freed vanquishes all suffering. 21,ධර්මදානය සියලූ දානයන් පරදවයි. ධර්ම රසය අන් හැම රසයන් පරදවයි. ධර්මයෙ හි ඇලීම අන් හැම ඇලීම් පරදවයි. තෘෂ්ණාව දුරු කිරීම හැම දුක් නසයි
355,,Hananti bhogá dummedhaí  no ca páragavesino bhogataóháya dummedho  hanti aññe va attanaí.,"හනන්ති භෝගා දුම්මේධං,
නො චෙ පාරගවෙසිනො
භොගතණ්හාය දුම්මේධො
හන්ති අඤ්ඤේව අත්තනං","Riches ruin the foolish, but not those in quest of theBeyond. By craving for riches the witless man ruins himself as well as others. 22",භෝගයෝ (ධන ධාන්‍යාදිය) නුවණ මද පුද්ගලයාගේ වැනසීම පිණිස වේ. ඒ භෝගයෝ සසරින් එතෙර වීම සොයන්නන් නො වනසත්. අඥානයා ධනාශාව නිසා අනුන් නසන්නාක් මෙන් තමාම නසා ගනී.
356,,"Tióadosáni khettáni,  rágadosá ayaí pajá, tasmá hi vìtarágesu  dinnaí hoti mahapphalaí.","තිණදෝසානි ඛෙත්තානි
රාගදෝසා අයං පජා
තස්මා හි වීතරාගේසු
දින්නං හොති මහප්ඵලං","Weeds are the bane of fields, lust the bane of human- kind. Therefore what is offered to those free of lust yields abundant fruit. 23","කුඹුරු වල් තණ (ගොවි තැන් පාලූ කරන) වර්ග දොසින් යුක්ත වෙති. මේ සත්ත්ව සමූහය ආශාව නැමැති දෝෂයෙන් යුක්ත වේ.
එහෙයින් පහවු ආශා ඇත්තන් කෙරෙහි දුන් දානය
මහත්ඵල ඇත්තේ වේ"
357,,"Tióadosáni khettáni,  dosadosá ayaí pajá, tasmá hi vìtadosesu  dinnaí hoti mahapphalaí.","තිණදෝසානි ඛෙත්තානි
දෝසදෝසා අයං පජා
තස්මා හි වීතදෝසෙසු
දින්නං හෝති මහප්ඵලං.","Weeds are the bane of fiel ds, hatred the bane of human- kind. Therefore what is offered to those free of hatred yields abundant fruit.  24",කුඹුරු තෘණ වර්ග නමැති දෝෂයෙන් යුක්ත වෙති. මේ සත්ත්ව ප්‍රජාව ද්වේශ දෝෂයෙන් යුක්ත වේ. එබැවින් පහවූ ද්වේෂ ඇත්තන් කෙරෙහි දුන් දානය මහත් ඵල ඇත්තේ වේ
358,,"Tióadosáni khettáni,  mohadosá ayaí pajá, tasmá hi vìtamohesu  dinnaí hoti mahapphalaí."," තිණදොසානිඛෙත්තානි
මොහදෝසා අයං පජා
තස්මා හි වීතමෝහෙසු
දින්නං හොති මහප්ඵලං.","Weeds are the bane of fields, delusion the bane of humankind. Therefore what is offered to those free of delu- sion yields abundant fruit. 25",කුඹුරු වල් තණ වර්ග දොසින් යුක්ත වෙති. මේ සත්ත්ව සමූහය මෝහ නැමැති දෝෂයෙන් යුක්ත වේ. එ හෙයින් මෝහය දුරුකළ පුද්ගලයන් කෙරෙහි දුන් දානය මහත්ඵල ඇත්තේ වේ.
359,Bhikkhuvagga The Monk,"Tióadosáni khettáni,  icchádosá ayaí pajá, tasmá hi vigaticchesu  dinnaí hoti mahapphalaí.",  තිනදොසානි ඛෙතතානි                   රාගතදොසා අයං පජා තසමා හි විතරාගෙසු දිනනං හොති මහප් පලං,"Weeds are the bane of fields, desire the bane of human- kind. Therefore what is offered to those free of desire yields abundant fruit. 2610925","කුබුරු ත්‍රුෘන වර්ග නැමැති දොශයෙන් යුක්ත වෙ , මෙ සත්ත්ව සමුහය රාග නමති දොශයෙන් යුක්ත වෙති , එබැවින් පහ වු රාග අත්තන් කෙරෙහි දුන් දානය මහත් ඵල අත්තෙ වෙ "
360,,"Cakkhuná saívaro sádhu,  sádhu sotena saívaro, ghánena saívaro sádhu,  sádhu jivháya saívaro.","චකඛුනා සංවරො සාධු,
සාධු සොතෙන සංවරො,
ඝාණෙන සංවරො සාධු,
සාධු ජිවහාය සංවරො",Good is restraint over the eye; good is restraint over the ear; good is restraint over the nose; good is restraint over the tongue. 1,"ඇස සංවර කරගැනීම ඔබට යහපතකි,
කණ සංවර කරගැනීමද ඔබට යහපතකි,
නැහැය සංවර කරගැනීමද ඔබට යහපතකි, 
දිව සංවර කරගැනීමද  ඔබට යහපතකි"
361,,"Káyena saívaro sádhu,  sádhu vácáya saívaro, manasá saívaro sádhu,  sádhu sabbattha saívaro; sabbattha saívuto bhikkhu  sabbadukkhá pamuccati.","කායෙන සංවරො සාධු,
සාධු වාචාය සංවරො
මනසා සංවරො සාධු,
සාධු සබබත‍ථ සංවරො
සබබත‍ථ සංවුතො භිකඛු
සබබදුකඛා පමුචචති.",Good is restraint in the bo dy; good is restraint in speech; good is restraint in thought. R estraint everywhere is good. The monk restrained in every way is freed from all suffering. 2,"කයින් හික්මීම යහපති.
වචනයෙන් හික්මීම යහපති.
සිතින් හික්මීම යහපති.
හැම තැන් හික්මීම යහපති.
හැම තැන් හී සංවරය ඇති භික්ෂුනම හැම දුකින්මැ  මිදේ."
362,,Hatthasaññato pádasaññato  vácáya saññato saññatuttamo ajjhattarato samáhito  eko santusito tam áhu bhikkhuí.," හත‍ථසඤඤතො පාදසඤඤතො
වාචායසඤඤතො සඤඤතුතතමො
අජඣතතරතො සමාහිතො
එකො සනතුසිතො තමාහු භිකඛු","He who has control over his hands, feet, and tongue, who is fully controlled, delights in meditation, is inwardly absorbed, keeps to himself and is contented—him do people call a monk. 3110 Bhikkhuvagga","අත් පා හික්මීම ඇති, වචනයෙන් හික්මීම ඇත්තා,
සංයත පුද්ගලයන් අතරෙන් ශ්‍රේෂ්ඨ වේ.
කමටහන් වැඩීමෙහි ඇලූණා වූ,
එකඟ සිත් ඇති,
හුදෙකලා වසන මග පලයෙන් සතුටු වූ යමෙක් වේ නම්
ඕ හට භික්ෂු යැ යි කියමි. "
363,,"Yo mukhasaññato bhikkhu  mantabháóì anuddhato atthaí dhammañ ca dìpeti,  madhuraí tassa bhásitaí.","යො මුඛසඤඤතො භිකඛු,
මතතභාණි අනුදධතො
අත‍ථං ධමමං ච දීපෙති,
මධුරං තසස භාසිතං","That monk who has control over his tongue, is moderate in speech, unassuming and who explains the Teaching in both letter and spirit—whatever he says is pleasing. 4","හික්මුණු වචන ඇති (හෙවත් කට රැකගත්,)
පමණ දැන කතා කරන,
සන්සුන් සිතැති යම් භික්ෂුනමක්
ධර්මයත් ධර්මයා ගේ අර්ථය ත් ප්‍රකාශ කෙරේ නම්
ඔහු ගේ කීම හෙවත් කතාව මිහිරි ය."
364,,Dhammárámo dhammarato  dhammaí anuvicintayaí dhammaí anussaraí bhikkhu  saddhammá na pariháyati.,"ධමමාරාමො ධමමරතො
ධමමං අනුවිචිනතයං
ධමමං අනුසසරං භිකඛු
සදධමමා න පරිහායති","The monk who abides in the Dhamma, delights in theDhamma, meditates on the Dhamma, and bears the Dhamma well in mind—he does not fall away from the sublime Dhamma. 5","
ධර්මය වාසස්ථාන කොට ඇති,
ධර්මයෙහි ඇලූණු, ධර්මය අනුව සිතන,
ධර්මය නැවත නැවත සිහිපත් කරන භික්ෂුනම
නව ලෝකෝත්තර ධර්මයෙන් නො පිරිහේ."
365,,"Salábhaí nátimaññeyya,  náññesaí pihayaí care; aññesaí pihayaí bhikkhu  samádhií nádhigacchati.","සලාභං නාතිමඤෙඤය්‍ය,
නාඤෙඤසං පිහයං චරෙ
අඤෙඤසං පිහයං භිකඛු
සමාධිං නාධිගචඡති.","One should not despise what one has received, nor envy the gains of others. The monk who envies the gains of others does not attain to meditative absorption.  6","තමාට ලැඛෙන දෙය ස්වල්ප වුවත්
අවමන් නොකොට පිළිගත යුතු ය.
අනුනට  ලැබෙන දෙය ගැන
ආශා කරමින් නො හැසිරිය යුතු ය,
අනුන් ගේ දෙයට ආශා කරමින්
හැසිරෙන භික්ෂුව සමාධියක් නො ලබයි. "
366,,"Appalábho pi ce bhikkhu  salábhaí nátimaññati, taí ve devá pasaísanti  suddhájìvií atanditaí.","අපපලාභොපි චෙ භිකඛු
සලාභං නාතිමඤඤති,
තං වෙ දෙවා පසංසනති
සුදධාජීවිං අතන‍දිතං","If a monk does not despise what he has received, even though it be little, if he is pure in livelihood and unremitting in effort, even the gods praise him. 7","අඩු ලැබීම් ඇති භික්ෂුනමක්
තමාට ලැබෙන අල්ප දෙය පහත් කොට නො සිතා නම්,
ඒ පිරිසිඳු ජීවිකාවක් ඇති කුසීත නො වූ භික්ෂුවට
දෙවියෝ ප්‍රශංසා කරත්."
367,,"Sabbaso námarúpasmií  yassa natthi mamáyitaí, asatá ca na socati,  sa ve bhikkhú ti vuccati.","සබබසො නාමරූපසමිං
යසස නත‍ථී මමායිතං,
අසතා ච න සොචති
ස වෙ භිකඛුති වුචචති","He who has no attachment whatsoever for the mind and body, who does not grieve for what he has not—he is truly called a monk. 8The Monk 111","යමෙකුට  නාමය’ යි රූපය යි කියනු ලබන
ස්කන්ධ පසෙ හි ‘මම’ ය ‘මාගේ’ ය යන හැගීමක් නැති ද ,
ඒ නාම රූප දෙක නැති වූ කල් හි
ශෝක  කිරීමක් නොකෙරේ ද,
හෙතෙම ඒකාන්තයෙන් භික්ෂුවක’යි කියනු ලැබේ. "
368,,Mettávihárì yo bhikkhu  pasanno Buddhasásane adhigacche padaí santaí  saòkhárúpasamaí sukhaí.,"මෙතතා විහාරී යො භිකඛු
පසනෙනා බුදධ සාසනෙ
අධිගචෙඡ පදං සනතං
සංඛාරූපසමං සුඛං",The monk who abides in un iversal love and is deeply devoted to the Teaching of the Buddhas attains the peace of,"බුදුන් ගේ ධර්මයෙහි ස්ථීර ලෙස පැහැදුන
යම් භික්ෂුනමක්  මෛත්‍රී භාවනාවෙන් යුත් නම්
සංස්කාරයන් ගේ සංසිඳීමය යි කියන ලද
ශාන්ත වූ නිවන් සැපය ලබන්නේ ය."
369,,"Siñca bhikkhu imaí návaí,  sittá te lahum essati, chetvá rágañ ca dosañ ca  tato nibbánam ehisi."," සිඤච භිකඛු ඉමං නාවං,
සිතතා තෙ ලහුමෙසසති
ඡෙත‍වා රාගං ච දොසං ච
තතො නිබබාණමෙහිසි.","Empty this boat, O monk! Emptied, it will sail lightly.","භික්ෂුව, මේ ශරීරය නැමැති නැවේ
පිරී තිබෙන කාම විතර්කාදී ජලය ඉස දමව,
එ සේ ඉසදැමූ විට තාගේ ශරීරය නම් නැව
සැහැල්ලූ වන්නේ ය.
ඉක්බිති රාගයත් ද්වේෂයත් සිඳ දමා
නිවනට පැමිණෙන්නෙ හි ය."
370,,"Pañca chinde pañca jahe,  pañca c’uttari bhávaye; pañcasaògátigo bhikkhu  oghatióóo ti vuccati."," පංච ඡිෙන‍ද, පංච ජහෙ,
පංච චුතතරි භාවයෙ,
පංචසංගාතිගො භිකඛු
ඔඝතිණෙණාති වුච්චති","Cut off the five, abandon th e five, and cultivate the five.","සක්කාය දිට්ඨි ආදී පහතට අදනා බැමි
( ඕරම්භාගීය සංයෝජන පස) කපා දැමිය යුතු,
රූප රාගාදී උඩ භවයන්ට අදනා බැමි
( උද්දම් භාගීය සංයෝජන ) පසද සිඳ යුතු ය.
ශ්‍රද්ධා විරිය සති සමාධි ප්‍රඥා ඉන්ද්‍රියයන් දියුණු කල යුතය.
ඇලීම් පස දුරුකළ භික්ෂුව
සසර සැඩ පහර ඉක්මවා ගියේ ය යි කියනු ලැබේ."
371,,"Jháya bhikkhu má ca pamádo,  má te kámaguóe bhamassu cittaí, má lohaguÿaí gilì pamatto,  má kandi ‘dukkham idan’ ti ðayhamáno.","ඣාය භිකඛු, මා ච පමාදො
මා තෙ කාමගුණෙ භමසසු චිතතං
මා ලොහගුළං ගිලී පමතෙතා
මා කන‍දී දුකඛමිදං ති ඩයහමානො","Meditate, O monk! Do not be heedless. Do not let your mind whirl on sensual pleasur es. Heedless, do not swallow a red hot iron ball, lest you cry when burning, “Oh, this is painful!” 12","භික්ෂුව, ධ්‍යාන වඩව, ප්‍රමාද නො වෙව,
තාගේ සිත කම් සැපෙහි නො ඇලෙවා .
ප්‍රමාද වී නරකයේ ලෝ ගුළි නො ගිලූව මැනවි.
නරකයෙ හි ඉපද දැවෙමින්
මේක දුකය යි කිය කියා නො හඩන්න."
372,,"Natthi jhánaí apaññassa,  paññá natthi ajjháyato, yamhi jhánañ ca paññá ca  sa ve nibbánasantike."," නත‍ථී ඣානං අපඤඤසස
පඤඤා නත‍ථී අඣාය තො
යමහි ඣානං ච පඤඤා ච
ස වෙ නිබබාණසනතිකෙ","There is no meditative concentration for one who lacks wisdom, and no wisdom for one who lacks meditative concentration. One in whom are found both meditative concentration and wisdom is indeed close to Nibbána. 13","නුවණ නැත්තහුට ධ්‍යාන වැඩීමක් නැත.
ධ්‍යාන භාවනා නො කරන්නාට තත්ත්ව ඥානයක් නැත.
යමෙකු කෙරෙහි ධ්‍යානයත් තත්වඥානයත් තිබේ නම්
හෙතෙම ඒකාන්තයෙන් නිවන සමීපයෙ හි ය."
373,,"Suññágáraí paviþþhassa  santacittassa bhikkhuno, amánusì ratì hoti  sammá dhammaí vipassato."," සුඤඤාගාරං පවිටඨසස
සනතචිතතසස භිකඛුනො
අමානුසී රතී හොති
සමමා ධමමං විපසසතො","When a monk who has retired to a solitary abode and calmed his mind comprehends the Dhamma with insight, there arises in him a delight that transcends all human delights. 14","විවේක ස්ථානයකට පැමිණී,
ශාන්ත සිතැති,
මනා සේ ධර්මය විමසා බලන භික්ෂුවට
දිව්‍යමය වූ ප්‍රීතියක් ඇති වේ."
374,,"Yato yato sammasati  khandhánaí udayabbayaí, labhatì pìtipámojjaí,  amataí taí vijánataí.","යතො යතො සමමසති
ඛන‍ධානං උදයබබයං
ලභති පීතිපාමොජජං,
අමතං තං විජානතං","Whenever he sees with insight the rise and fall of the aggregates, he is full of joy and happiness. To the discerning, this reflects the Deathless.30 15","යම් භික්ෂුවක් ස්කන්ධයන් ගේ හට ගැනීම
හා නැසී යාම විමසා බලයි ද
ඒ භික්ෂු ව  ඒ හැම විටකම ප්‍රීතිය හා සතුට ලබයි.
එය නුවනැත්තාට  අමෘතයක් වැනි ය."
375,,"Tatráyam ádi bhavati  idha paññassa bhikkhuno, indriyagutti santuþþhi,  pátimokkhe ca saívaro.","තත්‍රායමාදි භවති
ඉධ පඤඤසස භිකඛුනො
ඉන‍ද්‍රියගුතති, සනතුටඨි,
පාතිමොකෙඛ ච සංවරො,
මිතෙත භජසසු කල්‍යාණෙ
සදධාජීවෙ අතන‍දිතෙ ","Control of the senses, co ntentment, restraint according to the code of monastic discipline—these form the basis of the holy life for the wise monk here. 16","මේ සස්නෙහි නුවණැති භික්ෂුවට
පහත කරුණු දුක් නැසීමට මුල් වෙයි.
ඇස ආදී ඉන්ද්‍රියයන් සංවර කිරීම එකකි.
ලද දෙයින් සතුටු වීම එකකි.
පිරිසිඳු ව ජීවත් වීමත්
යහපත් මිතුරන් ආශ්‍රය කිරීම එකකි
ශ්‍රද්ධාවෙන් යුතු වීම හා යහපත් දිවි පැවැත්ම හේතු වේ."
376,,"Mitte bhajassu kalyáóe,  suddhájìve atandite, paþisantháravutyassa,  ácárakusalo siyá, tato pámojjabahulo  dukkhass’antaí karissati.","ආචාරකුසලො සියා
තතො පාමොජජබහුලො
දුකඛසසනතං කරිසසසි","Let him associate with friends who are noble, energetic, and pure in life; let him be cordial and refined in conduct. Thus, full of joy, he will make an end of suffering. 17","….ආහාරපානාදියෙන් හා ධර්මයෙන්
අනුන් ට සංග්‍රහ කරන ස්වභාව ඇත්තකු විය යුතු ය.
වත් පිළිවෙත් හි දක්ෂයකු විය යුතු ය.
හේ  සතුටින් යුක්ත වන්නේ
දුක් කෙළවර කරන්නෙ හි ය. "
377,,"Vassiká viya puppháni  maddaváni pamuñcati, evaí rágañ ca dosañ ca  vippamuñcetha bhikkhavo.","වසසිකා විය පුපඵානි
මදදවානි පමුක‍දචති,
එවං රාගං ච දොසං ච
විපපමුඤෙචථ භිකඛවො","Just as the jasmine creepe r sheds its withered flowers, even so, O monks, should you totally shed lust and hatred! 18","මහණෙනි, යම් සේ සමන් මල් වැල
මැලවී ගිය මල් බිම හෙළයි ද
එමෙන් රාගය ද ද්වේෂය ද මුදාහරිව්."
378,,Santakáyo santaváco  santavá susamáhito vantalokámiso bhikkhu  upasanto ti vuccati.,"සනතකායො සනතවාචො
සනතවා සුසමාහිතො
වනතලොකාමිසො භිකඛු
උපසනෙතාති වුචචති","The monk who is calm in body, calm in speech, calm in thought, well composed and who has spewn out worldli-ness—he, truly, is called serene. 19","සංසුන් කය හා වචන ඇති,
ශාන්ත වූ,මනාසේ එකඟ වූ සිත් ඇති,
වමාරා දැමූ ලෞකික ආශා ඇති
භික්ෂුතෙම උපශාන්ත යයි කියනු ලැබේ."
379,,"Attaná coday’attánaí,  paþimaísetha attaná, so attagutto satimá  sukhaí bhikkhu viháhisi.","අතතනා චොදයතතානං,
පටිමාසෙ අතතමතතනා
සො අතතගුතෙතා සතිමා
සුඛං භිකඛු විහාහිසි",By oneself one must censure oneself and scrutinize oneself. The self-guarded and mindful monk will always live in happiness. 20,"තමා විසින් ම තමා ගේ දොස් සොයා චෝදනා කර ගත යුතු ය, තමා විසින් ම තමාගේ මහණ ධර්ම පිරෙන්නේදැයි විමසා බැලිය යුතු ය. එසේ තමා රැකගත්, සිහි ඇති භික්ෂු ව  සැපසේ වසන්නේ ය."
380,,"Attá hi attano nátho,  attá hi attano gati, tasmá saññamay’attánaí  assaí bhadraí va váóijo.","අතතා හි අතතනො නාථො,
අතතා හි අතතනො ගති
තසමා සඤඤමයතතානං
අසසං භද්‍රංව වාණිජො",One is truly one’s own protector; one is truly one’s own refuge. Therefore one should control oneself even as the trader controls a noble steed. 21114 Bhikkhuvagga,"තමාට පිහිට වන්නේ තමා ම ය.
තමාට පිළිසරණත් තමාම ය.
එබැවින් අස්වෙළෙන්දෙකු
යහපත් අශ්වයෙකු හික්මවන්නා සේ
තමා විසින් තමාවම හික්මවා ගත යුතු ය."
